EntrezGeneID,Length,SYMBOL,GENENAME,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA CPM,MCL1-LB CPM,MCL1-LC CPM,MCL1-LD CPM,MCL1-LE CPM,MCL1-LF CPM,MCL1-DG CPM,MCL1-DH CPM,MCL1-DI CPM,MCL1-DJ CPM,MCL1-DK CPM,MCL1-DL CPM
230657,2409,Tmem69,transmembrane protein 69,0,1.10867834626062,0.00371288235389529,2.04823508464848,0.000590420500629397,98,123,106,86,144,115,93,65,72,65,73,98,4.806,5.666,4.766,3.911,5.824,4.664,4.004,2.985,2.987,2.868,3.391,4.896
51797,2705,Ctps,cytidine 5'-triphosphate synthase,0,-1.00295099514435,0.00371288235389529,5.83327596783844,0.000630462337763212,1031,778,1124,1159,353,355,1791,1523,3714,3316,2212,1894,50.559,35.839,50.536,52.710,14.278,14.397,77.106,69.933,154.103,146.302,102.744,94.627
60613,2512,Kcnq4,"potassium voltage-gated channel, subfamily Q, member 4",0,-2.36850894297083,0.00371288235389529,-0.472596285714936,0.00106551138785199,8,21,57,45,8,4,20,24,14,19,9,12,0.392,0.967,2.563,2.047,0.324,0.162,0.861,1.102,0.581,0.838,0.418,0.600
14201,1685,Fhl3,four and a half LIM domains 3,0,-1.23101960917795,0.00371288235389529,4.34592675986074,0.000532680127961737,308,387,352,317,82,95,887,848,1047,806,1226,955,15.104,17.827,15.826,14.417,3.317,3.853,38.187,38.939,43.443,35.561,56.946,47.713
14620,1922,Gjb3,"gap junction protein, beta 3",0,-5.70293216460012,0.00371288235389529,3.52480321458676,0.000602761954512817,493,518,158,143,0,6,2610,3235,3256,3166,276,186,24.176,23.862,7.104,6.503,0.000,0.243,112.366,148.545,135.099,139.684,12.820,9.293
384061,2702,Fndc5,fibronectin type III domain containing 5,0,2.70741438617811,0.00371288235389529,0.577384209396546,0.000621393202257364,38,24,20,31,102,102,5,25,35,32,43,42,1.863,1.106,0.899,1.410,4.126,4.137,0.215,1.148,1.452,1.412,1.997,2.098
97130,5187,C77080,expressed sequence C77080,0,-1.12007216373795,0.00371288235389529,6.23723669211094,0.000735906962007966,3325,3486,2841,3006,880,795,1869,1099,1220,934,1781,1842,163.053,160.585,127.734,136.709,35.593,32.242,80.464,50.464,50.621,41.208,82.724,92.029
230777,2316,Hcrtr1,hypocretin (orexin) receptor 1,0,3.93337426373794,0.00371288235389529,0.463837727603742,0.000709332094889664,3,1,2,3,20,38,98,59,323,217,204,243,0.147,0.046,0.090,0.136,0.809,1.541,4.219,2.709,13.402,9.574,9.475,12.141
94242,2175,Tinagl1,tubulointerstitial nephritis antigen-like 1,0,-1.15369954375445,0.00371288235389529,7.85113879495068,0.000463380675264086,1771,3027,8106,7747,2379,2067,4713,4419,11693,9826,10387,8760,86.847,139.441,364.452,352.325,96.223,83.829,202.905,202.912,485.171,433.525,482.458,437.663
16792,2398,Laptm5,lysosomal-associated protein transmembrane 5,0,1.27032948788557,0.00371288235389529,-0.945197092218841,0.000554306756914274,13,12,6,5,9,8,15,18,39,37,6,4,0.638,0.553,0.270,0.227,0.364,0.324,0.646,0.827,1.618,1.632,0.279,0.200
230784,2658,Sesn2,sestrin 2,0,-1.39912872441646,0.00371288235389529,5.00098181670055,0.000432553868221295,1097,1250,897,673,213,158,1509,1436,1107,801,509,663,53.795,57.582,40.330,30.607,8.615,6.408,64.966,65.938,45.932,35.340,23.642,33.125
14748,2143,Gpr3,G-protein coupled receptor 3,0,-1.07713252648656,0.00371288235389529,4.87076494156266,0.000698075037361714,421,430,249,228,72,68,2984,3393,3182,2835,1193,1103,20.645,19.808,11.195,10.369,2.912,2.758,128.468,155.800,132.029,125.081,55.413,55.108
18602,2640,Padi4,"peptidyl arginine deiminase, type IV",0,2.78447167842658,0.00371288235389529,-1.03564715499656,0.0013191866629701,37,44,11,21,61,72,3,10,4,7,0,2,1.814,2.027,0.495,0.955,2.467,2.920,0.129,0.459,0.166,0.309,0.000,0.100
66454,954,Nmnat1,nicotinamide nucleotide adenylyltransferase 1,0,1.1302790840588,0.00371288235389529,1.17612227719073,0.000503754883552599,47,48,68,54,83,83,45,22,47,41,49,46,2.305,2.211,3.057,2.456,3.357,3.366,1.937,1.010,1.950,1.809,2.276,2.298
74155,3018,Errfi1,ERBB receptor feedback inhibitor 1,0,-1.27092235611747,0.00371288235389529,10.589654355865,0.000994092052245232,27640,40145,26128,24185,6961,6045,46272,66270,118863,110519,54231,43710,1355.426,1849.305,1174.735,1099.906,281.550,245.161,1992.109,3042.994,4931.918,4876.117,2518.936,2183.820
230936,3128,Phf13,PHD finger protein 13,0,-1.38298333451453,0.00371288235389529,5.8402189495858,0.000561773271230247,1629,1757,1144,1077,293,239,3297,2146,1514,1503,2009,2443,79.884,80.937,51.435,48.981,11.851,9.693,141.943,98.540,62.820,66.313,93.315,122.056
260305,5028,Nphp4,nephronophthisis 4 (juvenile) homolog (human),0,2.43828828836812,0.00371288235389529,1.42250120213217,0.000461112098440732,75,103,8,3,19,17,211,175,198,160,144,159,3.678,4.745,0.360,0.136,0.768,0.689,9.084,8.036,8.216,7.059,6.689,7.944
319653,2780,Slc25a40,"solute carrier family 25, member 40",0,1.39030458087277,0.00371288235389529,2.62566889070336,0.000485317883900191,101,77,53,54,85,90,214,172,271,300,320,279,4.953,3.547,2.383,2.456,3.438,3.650,9.213,7.898,11.244,13.236,14.863,13.939
242960,3328,Fbxl5,F-box and leucine-rich repeat protein 5,0,-1.15862075621937,0.00371288235389529,5.22105017204938,0.000471791681686462,1296,1244,422,505,124,132,1325,1314,1618,1704,2091,1993,63.554,57.306,18.973,22.967,5.015,5.353,57.044,60.336,67.135,75.181,97.123,99.573
54392,3698,Ncapg,"non-SMC condensin I complex, subunit G",0,1.3461378868825,0.00371288235389529,2.36963914905893,0.000935422995311793,166,223,178,89,194,210,175,171,168,124,22,16,8.140,10.273,8.003,4.048,7.847,8.517,7.534,7.852,6.971,5.471,1.022,0.799
624662,1091,Gm6517,predicted gene 6517,0,-1.34893997056019,0.00371288235389529,3.31204515158426,0.000600730153307233,324,326,197,215,59,42,325,344,357,346,345,264,15.888,15.017,8.857,9.778,2.386,1.703,13.992,15.796,14.813,15.266,16.025,13.190
52331,1985,Stbd1,starch binding domain 1,0,-2.0845248949586,0.00371288235389529,3.10596256856988,0.00127318438693668,215,247,71,90,9,14,618,600,662,521,746,572,10.543,11.378,3.192,4.093,0.364,0.568,26.606,27.551,27.468,22.987,34.650,28.578
140780,6568,Bmp2k,BMP2 inducible kinase,0,-1.82023340727312,0.00371288235389529,3.45355740645258,0.00117708552185454,398,511,97,105,15,20,669,717,779,585,600,535,19.517,23.540,4.361,4.775,0.607,0.811,28.802,32.923,32.323,25.810,27.869,26.729
191578,3688,Helq,"helicase, POLQ-like",0,1.40163997114551,0.00371288235389529,2.77548883248312,0.000497384179705807,235,196,122,76,142,180,217,194,148,109,135,160,11.524,9.029,5.485,3.456,5.743,7.300,9.342,8.908,6.141,4.809,6.271,7.994
70681,2499,Abraxas1,BRCA1 A complex subunit,0,1.09217438029197,0.00371288235389529,1.50812500090977,0.00100235223621922,122,147,33,38,46,48,77,55,70,79,57,60,5.983,6.772,1.484,1.728,1.861,1.947,3.315,2.525,2.904,3.485,2.648,2.998
18973,7129,Pole,"polymerase (DNA directed), epsilon",0,1.0587144906012,0.00371288235389529,4.13309311123952,0.00107979348456919,894,821,616,375,585,672,502,468,440,331,61,94,43.840,37.820,27.696,17.055,23.661,27.254,21.612,21.490,18.257,14.604,2.833,4.696
381668,4950,Fbrsl1,fibrosin-like 1,0,-1.01267720130979,0.00371288235389529,6.24967602206867,0.000446265844904634,2951,3605,3208,2505,814,941,2182,1733,1849,1273,943,1073,144.713,166.067,144.234,113.925,32.924,38.163,93.940,79.576,76.720,56.165,43.801,53.609
12959,752,Cryba4,"crystallin, beta A4",0,-3.87607970796262,0.00371288235389529,-2.86961791675808,0.000445411930902312,26,57,14,9,0,0,2,5,1,2,0,0,1.275,2.626,0.629,0.409,0.000,0.000,0.086,0.230,0.041,0.088,0.000,0.000
74376,8280,Myo18b,myosin XVIIIb,0,-2.42136105629974,0.00371288235389529,-1.70769029329003,0.000896261645353747,3,4,8,6,1,0,3,4,14,15,71,64,0.147,0.184,0.360,0.273,0.040,0.000,0.129,0.184,0.581,0.662,3.298,3.198
231668,4054,Vsig10,V-set and immunoglobulin domain containing 10,0,-1.57108516427022,0.00371288235389529,4.59186559560419,0.00108734535741647,1418,1603,615,893,164,145,542,699,530,472,465,458,69.537,73.843,27.651,40.613,6.633,5.881,23.334,32.097,21.991,20.825,21.598,22.882
57816,942,Tesc,tescalcin,0,2.17137108225111,0.00371288235389529,-0.313068192657289,0.0010894807616092,24,41,12,5,22,24,22,30,17,16,10,14,1.177,1.889,0.540,0.227,0.890,0.973,0.947,1.378,0.705,0.706,0.464,0.699
269695,4481,Rnft2,"ring finger protein, transmembrane 2",0,1.02756532466657,0.00371288235389529,0.981717258947281,0.000616108725469413,80,90,43,52,64,56,38,26,46,33,25,22,3.923,4.146,1.933,2.365,2.589,2.271,1.636,1.194,1.909,1.456,1.161,1.099
433944,1352,Tbx3os2,"T-box 3, opposite strand 2",0,4.13045470965388,0.00371288235389529,-3.62139953692346,0.000714836377733894,43,51,0,0,8,3,0,2,0,0,0,0,2.109,2.349,0.000,0.000,0.324,0.122,0.000,0.092,0.000,0.000,0.000,0.000
15507,903,Hspb1,heat shock protein 1,0,-2.40576504811996,0.00371288235389529,7.42047808039932,0.000432568055794832,5896,8036,1168,1719,184,149,11504,12033,11795,14760,12774,12416,289.131,370.184,52.514,78.178,7.442,6.043,495.272,552.533,489.404,651.214,593.330,620.323
23921,2848,Sh2b2,SH2B adaptor protein 2,0,-1.24105164109312,0.00371288235389529,2.71866205903133,0.00111204278842287,199,210,114,72,28,20,702,617,363,299,105,102,9.759,9.674,5.126,3.274,1.133,0.811,30.223,28.331,15.062,13.192,4.877,5.096
59310,880,Myl10,"myosin, light chain 10, regulatory",0,-5.2245132581876,0.00371288235389529,-3.87023793767697,0.00121686748457702,6,1,59,14,0,0,0,0,2,0,0,0,0.294,0.046,2.653,0.637,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000
66752,3970,4933404O12Rik,RIKEN cDNA 4933404O12 gene,0,1.05491642622667,0.00371288235389529,2.70569316311189,0.000838790441762913,156,165,92,56,101,87,165,150,236,251,225,232,7.650,7.601,4.136,2.547,4.085,3.528,7.104,6.888,9.792,11.074,10.451,11.591
18590,1019,Pdgfa,"platelet derived growth factor, alpha",0,-1.93424548753765,0.00371288235389529,4.45419421705332,0.000573007365776112,351,354,267,336,34,68,1102,856,1999,1681,1596,1439,17.213,16.307,12.005,15.281,1.375,2.758,47.443,39.306,82.943,74.166,74.131,71.895
231858,3677,Radil,Ras association and DIL domains,0,1.90882015832352,0.00371288235389529,0.889875633077294,0.000521891235072053,1,11,117,182,300,382,34,33,23,30,22,32,0.049,0.507,5.260,8.277,12.134,15.492,1.464,1.515,0.954,1.324,1.022,1.599
67238,2331,Fam220a,"family with sequence similarity 220, member A",0,-1.08667052760775,0.00371288235389529,5.65222113096024,0.000899090457826998,2555,3232,1812,1510,547,430,1043,1327,1166,905,804,655,125.294,148.884,81.469,68.673,22.124,17.439,44.903,60.933,48.380,39.929,37.344,32.725
21333,1034,Tac1,tachykinin 1,0,1.74947604564807,0.00371288235389529,3.09678560589203,0.000625047558000018,313,261,122,137,303,241,184,262,210,234,130,76,15.349,12.023,5.485,6.231,12.255,9.774,7.922,12.031,8.713,10.324,6.038,3.797
30956,3701,Aass,aminoadipate-semialdehyde synthase,0,1.19736720818786,0.00371288235389529,3.69550082845186,0.00119337079651461,243,247,479,773,872,855,80,114,223,172,248,238,11.916,11.378,21.536,35.155,35.270,34.675,3.444,5.235,9.253,7.589,11.519,11.891
55961,2495,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",0,4.25099311195729,0.00371288235389529,-3.41494878732693,0.000749373101392338,1,1,2,15,49,107,0,0,0,0,0,0,0.049,0.046,0.090,0.682,1.982,4.339,0.000,0.000,0.000,0.000,0.000,0.000
69573,1106,Hilpda,hypoxia inducible lipid droplet associated,0,-1.6187207676183,0.00371288235389529,5.39124857092619,0.00107312434395482,3051,3648,1667,2013,373,368,841,1376,1207,823,274,288,149.617,168.047,74.950,91.549,15.087,14.925,36.207,63.183,50.081,36.311,12.727,14.389
232670,1959,Tspan33,tetraspanin 33,0,-1.22499633670221,0.00371288235389529,2.36951109376608,0.000610410094335176,875,899,1114,1575,347,356,36,29,50,44,5,2,42.909,41.413,50.086,71.629,14.035,14.438,1.550,1.332,2.075,1.941,0.232,0.100
621427,830,Gm10244,predicted gene 10244,0,-3.00230809069488,0.00371288235389529,-2.71861111441267,0.000710921037247757,3,4,7,5,0,0,5,6,3,8,5,2,0.147,0.184,0.315,0.227,0.000,0.000,0.215,0.276,0.124,0.353,0.232,0.100
243369,15586,Sspo,SCO-spondin,0,-4.57553087641569,0.00371288235389529,0.790224854578181,0.000548848238045186,157,139,639,297,11,11,14,15,37,22,19,5,7.699,6.403,28.730,13.507,0.445,0.446,0.603,0.689,1.535,0.971,0.883,0.250
231946,2096,Fam221a,"family with sequence similarity 221, member A",0,1.29605387797888,0.00371288235389529,1.57520590588591,0.000600239506592591,236,251,55,44,83,69,73,76,16,30,56,56,11.573,11.562,2.473,2.001,3.357,2.798,3.143,3.490,0.664,1.324,2.601,2.798
71982,2699,Snx10,sorting nexin 10,0,1.62769683662327,0.00371288235389529,3.4017509356652,0.000925369879920552,478,487,92,100,214,159,423,493,289,379,152,117,23.440,22.434,4.136,4.548,8.656,6.448,18.211,22.638,11.991,16.722,7.060,5.846
56150,1725,Mad2l1,MAD2 mitotic arrest deficient-like 1,0,1.23667022284945,0.00371288235389529,3.31291089326627,0.00114864051799272,356,388,270,136,315,257,275,288,266,216,85,89,17.458,17.873,12.139,6.185,12.741,10.423,11.839,13.224,11.037,9.530,3.948,4.447
320172,1762,E230016M11Rik,RIKEN cDNA E230016M11 gene,0,-1.97730756199474,0.00371288235389529,-0.197406198767378,0.00133353936910356,25,25,32,23,5,3,12,24,35,31,29,31,1.226,1.152,1.439,1.046,0.202,0.122,0.517,1.102,1.452,1.368,1.347,1.549
69837,874,Pcgf1,polycomb group ring finger 1,0,1.20786552420846,0.00371288235389529,0.697155793194748,0.00046651711749981,64,59,16,15,22,23,62,46,49,48,34,41,3.138,2.718,0.719,0.682,0.890,0.933,2.669,2.112,2.033,2.118,1.579,2.048
110935,1927,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",0,-2.90898878502953,0.00371288235389529,2.37034769185351,0.000464681420482153,6357,9900,697,550,49,53,229,327,50,31,0,1,311.738,456.050,31.338,25.013,1.982,2.149,9.859,15.015,2.075,1.368,0.000,0.050
17119,4662,Mxd1,MAX dimerization protein 1,0,1.41388960192095,0.00371288235389529,5.71117575245467,0.00105912842303002,1459,1949,983,1287,1985,1746,2142,1396,795,477,615,768,71.547,89.782,44.196,58.531,80.287,70.811,92.218,64.102,32.987,21.045,28.566,38.370
545864,1349,Gm5879,60S ribosomal protein L3 related,0,-1.01769161805285,0.00371288235389529,1.51981692274631,0.00135558156052637,113,128,94,74,28,23,79,84,66,80,48,40,5.541,5.896,4.226,3.365,1.133,0.933,3.401,3.857,2.739,3.530,2.230,1.998
23945,4628,Mgll,monoglyceride lipase,0,-1.98076452792274,0.00371288235389529,6.23326058501559,0.000694200834558853,783,1435,2338,3532,448,456,1842,1937,3295,3942,2517,2325,38.397,66.104,105.118,160.631,18.120,18.494,79.302,88.943,136.718,173.922,116.910,116.161
232223,2836,Txnrd3,thioredoxin reductase 3,0,-1.03460619587918,0.00371288235389529,4.17642860735995,0.00124792252083643,451,384,288,274,76,95,827,742,1190,896,568,512,22.116,17.689,12.949,12.461,3.074,3.853,35.604,34.071,49.376,39.532,26.383,25.580
21366,6169,Slc6a6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",0,-1.43645805896241,0.00371288235389529,6.40110337556176,0.000613775995855227,1127,1005,725,761,179,162,9148,8053,6059,7023,6804,5352,55.266,46.296,32.597,34.609,7.240,6.570,393.841,369.779,251.403,309.856,316.034,267.394
232371,3010,C1rl,"complement component 1, r subcomponent-like",0,3.36907071290992,0.00371288235389529,0.431427505661863,0.000691061519654428,107,97,4,3,33,19,46,30,37,66,33,44,5.247,4.468,0.180,0.136,1.335,0.771,1.980,1.378,1.535,2.912,1.533,2.198
28254,2804,Slco1a6,"solute carrier organic anion transporter family, member 1a6",0,2.42966916541114,0.00371288235389529,-3.10839681174992,0.00131823208076858,24,31,3,7,11,25,0,0,0,0,0,0,1.177,1.428,0.135,0.318,0.445,1.014,0.000,0.000,0.000,0.000,0.000,0.000
16970,2313,Irag2,"inositol 1,4,5-triphosphate receptor associated 2",0,2.41538528199188,0.00371288235389529,-1.25742064461583,0.000484030028155381,5,7,1,2,7,5,22,30,13,16,21,21,0.245,0.322,0.045,0.091,0.283,0.203,0.947,1.378,0.539,0.706,0.975,1.049
68255,1222,Tmem86b,transmembrane protein 86B,0,-1.71584487155436,0.00371288235389529,1.50565071523256,0.00086233068865825,38,82,160,144,35,23,67,71,78,80,48,47,1.863,3.777,7.194,6.549,1.416,0.933,2.884,3.260,3.236,3.530,2.230,2.348
243834,4289,Zfp324,zinc finger protein 324,0,1.70690352663279,0.00371288235389529,1.38236212409064,0.000447571794390089,70,50,43,35,68,93,71,45,60,44,66,75,3.433,2.303,1.933,1.592,2.750,3.772,3.057,2.066,2.490,1.941,3.066,3.747
17537,1781,Meis3,Meis homeobox 3,0,-1.16233226883492,0.00371288235389529,3.27208574725169,0.000666703103027209,458,503,127,163,42,37,339,347,336,308,338,326,22.460,23.171,5.710,7.413,1.699,1.501,14.595,15.934,13.941,13.589,15.700,16.287
170770,1976,Bbc3,BCL2 binding component 3,0,-1.59916508454987,0.00371288235389529,4.02893116228158,0.000620711692255351,442,498,480,407,100,82,723,887,1056,998,120,192,21.675,22.941,21.581,18.510,4.045,3.326,31.127,40.729,43.816,44.032,5.574,9.593
114868,3067,Psg25,pregnancy-specific glycoprotein 25,0,2.26921150887265,0.00371288235389529,0.162599344708637,0.000812816200578755,3,7,24,30,89,74,2,8,102,66,70,45,0.147,0.322,1.079,1.364,3.600,3.001,0.086,0.367,4.232,2.912,3.251,2.248
319930,3361,Ceacam19,carcinoembryonic antigen-related cell adhesion molecule 19,0,-3.69494949603221,0.00371288235389529,-3.01851457448597,0.000590523689132751,23,29,27,19,2,0,0,0,1,1,1,0,1.128,1.336,1.214,0.864,0.081,0.000,0.000,0.000,0.041,0.044,0.046,0.000
71601,2897,Ceacam20,carcinoembryonic antigen-related cell adhesion molecule 20,0,2.7483146748662,0.00371288235389529,-2.15017709472667,0.000961101378343933,28,66,15,15,59,70,0,0,0,1,0,1,1.373,3.040,0.674,0.682,2.386,2.839,0.000,0.000,0.000,0.044,0.000,0.050
18793,1396,Plaur,"plasminogen activator, urokinase receptor",0,-2.1270568535369,0.00371288235389529,6.59012696365397,0.000588167639939058,3323,4265,3154,4339,635,436,3198,4328,1792,2395,2111,1487,162.955,196.470,141.806,197.333,25.684,17.682,137.681,198.734,74.354,105.668,98.052,74.293
72434,1629,Lypd3,Ly6/Plaur domain containing 3,0,-2.51533679702775,0.00371288235389529,5.61744090215563,0.000753748431628743,4586,5745,1524,1641,209,141,1583,2727,824,1109,668,596,224.891,264.647,68.520,74.631,8.453,5.718,68.152,125.219,34.190,48.929,31.027,29.777
100043706,1080,Gm4598,predicted gene 4598,0,2.63981181511006,0.00371288235389529,-4.89384739393817,0.0011987976720525,0,0,0,1,4,2,0,0,0,0,0,0,0.000,0.000,0.000,0.045,0.162,0.081,0.000,0.000,0.000,0.000,0.000,0.000
68891,2714,Cd177,CD177 antigen,0,2.01461748832562,0.00371288235389529,-1.11191571673283,0.000610810351501334,35,30,89,48,161,173,0,0,7,3,0,3,1.716,1.382,4.002,2.183,6.512,7.016,0.000,0.000,0.290,0.132,0.000,0.150
22695,1765,Zfp36,zinc finger protein 36,0,1.48181596113568,0.00371288235389529,10.6786126501176,0.00046284313771118,31886,37179,15502,17234,24714,32669,70814,43713,47525,43917,51921,68841,1563.644,1712.675,696.982,783.783,999.603,1324.922,3048.695,2007.219,1971.929,1937.625,2411.640,3439.404
243897,2653,Ggn,gametogenetin,0,-2.30669642610644,0.00371288235389529,0.359899576569465,0.000448623761061646,39,41,33,35,7,2,67,58,35,32,40,46,1.913,1.889,1.484,1.592,0.283,0.081,2.884,2.663,1.452,1.412,1.858,2.298
233099,567,Scgb2b27,"secretoglobin, family 2B, member 27",0,1.55991106211017,0.00371288235389529,-3.50198862061156,0.000576944512431934,10,15,4,4,10,6,0,0,0,0,0,0,0.490,0.691,0.180,0.182,0.404,0.243,0.000,0.000,0.000,0.000,0.000,0.000
668572,3836,2610021A01Rik,RIKEN cDNA 2610021A01 gene,0,1.70813008579341,0.00371288235389529,2.84883660525519,0.000602872246930756,163,169,145,89,198,275,238,164,173,130,106,164,7.993,7.785,6.519,4.048,8.008,11.153,10.246,7.531,7.178,5.736,4.924,8.194
434175,1383,Ccnb1-ps,"cyclin B1, pseudogene",0,2.23580545408725,0.00371288235389529,0.674161489364217,0.00115202202710982,55,83,53,19,116,79,48,47,62,34,5,3,2.697,3.823,2.383,0.864,4.692,3.204,2.067,2.158,2.573,1.500,0.232,0.150
243963,3805,Zfp473,zinc finger protein 473,0,1.68984797345584,0.00371288235389529,1.41287558098338,0.000604327939023465,30,30,37,17,59,45,131,98,78,72,129,126,1.471,1.382,1.664,0.773,2.386,1.825,5.640,4.500,3.236,3.177,5.992,6.295
14204,2047,Il4i1,interleukin 4 induced 1,0,-1.88262046752125,0.00371288235389529,-3.39707106787831,0.000908492086798161,3,2,3,2,0,0,2,4,2,2,2,2,0.147,0.092,0.135,0.091,0.000,0.000,0.086,0.184,0.083,0.088,0.093,0.100
17872,2333,Ppp1r15a,"protein phosphatase 1, regulatory subunit 15A",0,1.25595839732721,0.00371288235389529,9.08520616688458,0.000467419490409646,9193,9804,4653,5752,6931,8523,26546,18735,17565,15319,20874,26011,450.812,451.628,209.203,261.594,280.337,345.658,1142.863,860.276,728.815,675.877,969.561,1299.550
54200,1136,Sult2b1,"sulfotransferase family, cytosolic, 2B, member 1",0,-1.60787402655075,0.00371288235389529,1.02487582440054,0.00133887985995136,291,262,128,90,26,18,36,21,34,21,21,14,14.270,12.069,5.755,4.093,1.052,0.730,1.550,0.964,1.411,0.927,0.975,0.699
101612,1902,Grwd1,glutamate-rich WD repeat containing 1,0,-1.03035496917815,0.00371288235389529,4.69768057480782,0.000750422637011951,1030,962,722,575,190,203,1287,1200,1256,900,269,194,50.510,44.315,32.462,26.150,7.685,8.233,55.408,55.102,52.115,39.708,12.495,9.693
16502,9410,Kcnc1,"potassium voltage gated channel, Shaw-related subfamily, member 1",0,-2.20272939508962,0.00371288235389529,-5.00180205089868,0.000560846902394222,0,0,2,5,0,0,0,0,0,0,0,0,0.000,0.000,0.090,0.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20210,531,Saa3,serum amyloid A 3,0,1.90186744261687,0.00371288235389529,-0.0833065338672028,0.00126049935889836,2,6,185,409,640,623,0,4,13,9,8,6,0.098,0.276,8.318,18.601,25.886,25.266,0.000,0.184,0.539,0.397,0.372,0.300
18553,4298,Pcsk6,proprotein convertase subtilisin/kexin type 6,0,-1.86893423051804,0.00371288235389529,4.3409905596999,0.000422862220540449,358,368,1083,1202,202,186,1304,1245,828,396,143,151,17.556,16.952,48.693,54.666,8.170,7.543,56.140,57.168,34.356,17.472,6.642,7.544
109815,1191,Selenos,selenoprotein S,0,1.19466764421667,0.00371288235389529,4.43433977471762,0.000456550275258349,452,412,868,550,982,996,418,486,420,262,284,293,22.165,18.979,39.026,25.013,39.719,40.394,17.996,22.316,17.427,11.559,13.191,14.639
18631,879,Pex11a,peroxisomal biogenesis factor 11 alpha,0,1.07864581378776,0.00371288235389529,-0.776499927527428,0.00122308316547448,14,14,21,28,29,35,5,5,19,12,4,5,0.687,0.645,0.944,1.273,1.173,1.419,0.215,0.230,0.788,0.529,0.186,0.250
16170,4989,Il16,interleukin 16,0,-1.96828120099447,0.00371288235389529,-0.0978559038486779,0.00133861433024477,11,16,16,12,1,3,81,69,49,47,58,43,0.539,0.737,0.719,0.546,0.040,0.122,3.487,3.168,2.033,2.074,2.694,2.148
80889,3847,Tlnrd1,talin rod domain containing 1,0,-1.15162501301738,0.00371288235389529,5.69934070288726,0.000817911999415752,1028,1446,2302,1519,586,470,1337,1066,1574,1368,1265,1089,50.412,66.611,103.500,69.082,23.702,19.061,57.561,48.949,65.309,60.356,58.757,54.408
23966,10633,Tenm4,teneurin transmembrane protein 4,0,-1.16094113605475,0.00371288235389529,2.59302126479835,0.000737028507458626,226,294,634,560,155,177,54,53,102,63,37,78,11.083,13.543,28.505,25.468,6.269,7.178,2.325,2.434,4.232,2.780,1.719,3.897
18378,2089,Omp,olfactory marker protein,0,1.50542586663877,0.00371288235389529,-0.264160354840665,0.000668993798116706,40,67,53,36,87,70,4,3,10,7,9,4,1.962,3.086,2.383,1.637,3.519,2.839,0.172,0.138,0.415,0.309,0.418,0.200
244152,2800,Tsku,"tsukushi, small leucine rich proteoglycan",0,-1.90127008658442,0.00371288235389529,2.93315579378532,0.0013320909606318,189,135,437,325,70,56,200,119,333,224,193,122,9.268,6.219,19.648,14.781,2.831,2.271,8.610,5.464,13.817,9.883,8.965,6.095
207212,10250,Arhgef17,Rho guanine nucleotide exchange factor (GEF) 17,0,-1.37679025550628,0.00371288235389529,6.36202570883916,0.000913375367467955,3696,3895,539,757,164,141,5249,4151,4743,3970,5165,5190,181.247,179.426,24.234,34.427,6.633,5.718,225.981,190.606,196.799,175.157,239.905,259.301
11785,3176,Apbb1,"amyloid beta (A4) precursor protein-binding, family B, member 1",0,1.93415066231719,0.00371288235389529,2.48852381239793,0.000784305347529213,106,108,7,12,20,25,528,453,487,495,657,711,5.198,4.975,0.315,0.546,0.809,1.014,22.732,20.801,20.207,21.839,30.517,35.523
668128,2133,Gvin-ps5,"GTPase, very large interferon inducible, pseudogene 5",0,3.67190075536071,0.00371288235389529,-3.92784824663691,0.000429974920253938,1,2,0,0,3,4,3,3,1,0,0,1,0.049,0.092,0.000,0.000,0.121,0.162,0.129,0.138,0.041,0.000,0.000,0.050
11535,1381,Adm,adrenomedullin,0,-1.10317177983598,0.00371288235389529,4.14768060131538,0.00136623255163774,457,462,180,231,55,62,933,755,1629,1547,540,512,22.411,21.282,8.093,10.506,2.225,2.514,40.168,34.668,67.591,68.254,25.082,25.580
12971,1256,Crym,"crystallin, mu",0,3.80059857755413,0.00371288235389529,0.0857317702786672,0.000770179624966439,1247,945,6,12,78,76,26,11,2,6,2,4,61.151,43.532,0.270,0.546,3.155,3.082,1.119,0.505,0.083,0.265,0.093,0.200
20278,2965,Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",0,2.88696698818582,0.00371288235389529,3.03893735940669,0.00124539539822978,173,286,91,101,532,367,129,332,280,142,96,99,8.484,13.175,4.091,4.593,21.518,14.884,5.554,15.245,11.618,6.265,4.459,4.946
20277,2409,Scnn1b,"sodium channel, nonvoltage-gated 1 beta",0,1.64534984128973,0.00371288235389529,3.04594393426122,0.000785742565879726,1291,2370,682,864,1691,1315,49,75,37,15,14,12,63.309,109.176,30.663,39.294,68.396,53.331,2.110,3.444,1.535,0.662,0.650,0.600
